Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases
England,E92000001,Nation,2020-04-26,92,0,92,112467,110203,2264
South West,E12000009,Region,2020-04-26,11,NA,NA,5902,NA,NA
South East,E12000008,Region,2020-04-26,19,NA,NA,16128,NA,NA
London,E12000007,Region,2020-04-26,4,NA,NA,23833,NA,NA
East of England,E12000006,Region,2020-04-26,0,NA,NA,9569,NA,NA
West Midlands,E12000005,Region,2020-04-26,12,NA,NA,12052,NA,NA
East Midlands,E12000004,Region,2020-04-26,10,NA,NA,6307,NA,NA
Yorkshire and The Humber,E12000003,Region,2020-04-26,18,NA,NA,9222,NA,NA
North West,E12000002,Region,2020-04-26,2,NA,NA,17483,NA,NA
North East,E12000001,Region,2020-04-26,15,NA,NA,7070,NA,NA
Worcestershire,E10000034,Upper tier local authority,2020-04-26,0,NA,NA,1047,NA,NA
West Sussex,E10000032,Upper tier local authority,2020-04-26,0,NA,NA,1047,NA,NA
Warwickshire,E10000031,Upper tier local authority,2020-04-26,0,NA,NA,1054,NA,NA
Surrey,E10000030,Upper tier local authority,2020-04-26,0,NA,NA,2434,NA,NA
Suffolk,E10000029,Upper tier local authority,2020-04-26,0,NA,NA,936,NA,NA
Staffordshire,E10000028,Upper tier local authority,2020-04-26,9,NA,NA,1595,NA,NA
Somerset,E10000027,Upper tier local authority,2020-04-26,0,NA,NA,454,NA,NA
Oxfordshire,E10000025,Upper tier local authority,2020-04-26,0,NA,NA,1452,NA,NA
Nottinghamshire,E10000024,Upper tier local authority,2020-04-26,0,NA,NA,1014,NA,NA
North Yorkshire,E10000023,Upper tier local authority,2020-04-26,7,NA,NA,836,NA,NA
Northamptonshire,E10000021,Upper tier local authority,2020-04-26,1,NA,NA,990,NA,NA
Norfolk,E10000020,Upper tier local authority,2020-04-26,0,NA,NA,1355,NA,NA
Lincolnshire,E10000019,Upper tier local authority,2020-04-26,0,NA,NA,781,NA,NA
Leicestershire,E10000018,Upper tier local authority,2020-04-26,2,NA,NA,858,NA,NA
Lancashire,E10000017,Upper tier local authority,2020-04-26,0,NA,NA,2585,NA,NA
Kent,E10000016,Upper tier local authority,2020-04-26,0,NA,NA,3232,NA,NA
Hertfordshire,E10000015,Upper tier local authority,2020-04-26,0,NA,NA,2141,NA,NA
Hampshire,E10000014,Upper tier local authority,2020-04-26,5,NA,NA,2624,NA,NA
Gloucestershire,E10000013,Upper tier local authority,2020-04-26,1,NA,NA,1112,NA,NA
Essex,E10000012,Upper tier local authority,2020-04-26,0,NA,NA,2320,NA,NA
East Sussex,E10000011,Upper tier local authority,2020-04-26,13,NA,NA,521,NA,NA
Devon,E10000008,Upper tier local authority,2020-04-26,3,NA,NA,652,NA,NA
Derbyshire,E10000007,Upper tier local authority,2020-04-26,4,NA,NA,1100,NA,NA
Cumbria,E10000006,Upper tier local authority,2020-04-26,0,NA,NA,1734,NA,NA
Cambridgeshire,E10000003,Upper tier local authority,2020-04-26,0,NA,NA,673,NA,NA
Buckinghamshire,E10000002,Upper tier local authority,2020-04-26,0,NA,NA,765,NA,NA
Westminster,E09000033,Upper tier local authority,2020-04-26,0,NA,NA,583,NA,NA
Wandsworth,E09000032,Upper tier local authority,2020-04-26,0,NA,NA,893,NA,NA
Waltham Forest,E09000031,Upper tier local authority,2020-04-26,0,NA,NA,704,NA,NA
Tower Hamlets,E09000030,Upper tier local authority,2020-04-26,1,NA,NA,591,NA,NA
Sutton,E09000029,Upper tier local authority,2020-04-26,0,NA,NA,651,NA,NA
Southwark,E09000028,Upper tier local authority,2020-04-26,0,NA,NA,1160,NA,NA
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-26,0,NA,NA,356,NA,NA
Redbridge,E09000026,Upper tier local authority,2020-04-26,0,NA,NA,652,NA,NA
Newham,E09000025,Upper tier local authority,2020-04-26,2,NA,NA,935,NA,NA
Merton,E09000024,Upper tier local authority,2020-04-26,0,NA,NA,632,NA,NA
Lewisham,E09000023,Upper tier local authority,2020-04-26,0,NA,NA,886,NA,NA
Lambeth,E09000022,Upper tier local authority,2020-04-26,0,NA,NA,1110,NA,NA
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-26,0,NA,NA,427,NA,NA
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-26,0,NA,NA,451,NA,NA
Islington,E09000019,Upper tier local authority,2020-04-26,0,NA,NA,401,NA,NA
Hounslow,E09000018,Upper tier local authority,2020-04-26,0,NA,NA,626,NA,NA
Hillingdon,E09000017,Upper tier local authority,2020-04-26,0,NA,NA,701,NA,NA
Havering,E09000016,Upper tier local authority,2020-04-26,0,NA,NA,616,NA,NA
Harrow,E09000015,Upper tier local authority,2020-04-26,0,NA,NA,869,NA,NA
Haringey,E09000014,Upper tier local authority,2020-04-26,0,NA,NA,531,NA,NA
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-26,0,NA,NA,599,NA,NA
Hackney,E09000012,Upper tier local authority,2020-04-26,0,NA,NA,596,NA,NA
Greenwich,E09000011,Upper tier local authority,2020-04-26,0,NA,NA,611,NA,NA
Enfield,E09000010,Upper tier local authority,2020-04-26,0,NA,NA,809,NA,NA
Ealing,E09000009,Upper tier local authority,2020-04-26,0,NA,NA,1014,NA,NA
Croydon,E09000008,Upper tier local authority,2020-04-26,0,NA,NA,1325,NA,NA
Camden,E09000007,Upper tier local authority,2020-04-26,0,NA,NA,563,NA,NA
Bromley,E09000006,Upper tier local authority,2020-04-26,0,NA,NA,1007,NA,NA
Brent,E09000005,Upper tier local authority,2020-04-26,0,NA,NA,1320,NA,NA
Bexley,E09000004,Upper tier local authority,2020-04-26,1,NA,NA,592,NA,NA
Barnet,E09000003,Upper tier local authority,2020-04-26,0,NA,NA,1161,NA,NA
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-26,0,NA,NA,445,NA,NA
City of London,E09000001,Upper tier local authority,2020-04-26,0,NA,NA,16,NA,NA
Gateshead,E08000037,Upper tier local authority,2020-04-26,2,NA,NA,750,NA,NA
Wakefield,E08000036,Upper tier local authority,2020-04-26,0,NA,NA,478,NA,NA
Leeds,E08000035,Upper tier local authority,2020-04-26,1,NA,NA,1273,NA,NA
Kirklees,E08000034,Upper tier local authority,2020-04-26,2,NA,NA,521,NA,NA
Calderdale,E08000033,Upper tier local authority,2020-04-26,4,NA,NA,229,NA,NA
Bradford,E08000032,Upper tier local authority,2020-04-26,2,NA,NA,768,NA,NA
Wolverhampton,E08000031,Upper tier local authority,2020-04-26,0,NA,NA,742,NA,NA
Walsall,E08000030,Upper tier local authority,2020-04-26,0,NA,NA,836,NA,NA
Solihull,E08000029,Upper tier local authority,2020-04-26,0,NA,NA,538,NA,NA
Sandwell,E08000028,Upper tier local authority,2020-04-26,0,NA,NA,913,NA,NA
Dudley,E08000027,Upper tier local authority,2020-04-26,0,NA,NA,691,NA,NA
Coventry,E08000026,Upper tier local authority,2020-04-26,0,NA,NA,629,NA,NA
Birmingham,E08000025,Upper tier local authority,2020-04-26,0,NA,NA,2705,NA,NA
Sunderland,E08000024,Upper tier local authority,2020-04-26,5,NA,NA,1093,NA,NA
South Tyneside,E08000023,Upper tier local authority,2020-04-26,4,NA,NA,495,NA,NA
North Tyneside,E08000022,Upper tier local authority,2020-04-26,1,NA,NA,440,NA,NA
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-26,0,NA,NA,828,NA,NA
Sheffield,E08000019,Upper tier local authority,2020-04-26,1,NA,NA,1952,NA,NA
Rotherham,E08000018,Upper tier local authority,2020-04-26,0,NA,NA,616,NA,NA
Doncaster,E08000017,Upper tier local authority,2020-04-26,0,NA,NA,391,NA,NA
Barnsley,E08000016,Upper tier local authority,2020-04-26,0,NA,NA,569,NA,NA
Wirral,E08000015,Upper tier local authority,2020-04-26,0,NA,NA,944,NA,NA
Sefton,E08000014,Upper tier local authority,2020-04-26,0,NA,NA,746,NA,NA
St. Helens,E08000013,Upper tier local authority,2020-04-26,0,NA,NA,596,NA,NA
Liverpool,E08000012,Upper tier local authority,2020-04-26,0,NA,NA,1333,NA,NA
Knowsley,E08000011,Upper tier local authority,2020-04-26,0,NA,NA,496,NA,NA
Wigan,E08000010,Upper tier local authority,2020-04-26,0,NA,NA,580,NA,NA
Trafford,E08000009,Upper tier local authority,2020-04-26,0,NA,NA,553,NA,NA
Tameside,E08000008,Upper tier local authority,2020-04-26,0,NA,NA,430,NA,NA
Stockport,E08000007,Upper tier local authority,2020-04-26,0,NA,NA,765,NA,NA
Salford,E08000006,Upper tier local authority,2020-04-26,0,NA,NA,558,NA,NA
Rochdale,E08000005,Upper tier local authority,2020-04-26,0,NA,NA,414,NA,NA
Oldham,E08000004,Upper tier local authority,2020-04-26,0,NA,NA,570,NA,NA
Manchester,E08000003,Upper tier local authority,2020-04-26,1,NA,NA,1011,NA,NA
Bury,E08000002,Upper tier local authority,2020-04-26,0,NA,NA,425,NA,NA
Bolton,E08000001,Upper tier local authority,2020-04-26,0,NA,NA,711,NA,NA
Dorset,E06000059,Upper tier local authority,2020-04-26,0,NA,NA,297,NA,NA
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-26,0,NA,NA,391,NA,NA
Northumberland,E06000057,Upper tier local authority,2020-04-26,1,NA,NA,709,NA,NA
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-26,0,NA,NA,451,NA,NA
Bedford,E06000055,Upper tier local authority,2020-04-26,0,NA,NA,389,NA,NA
Wiltshire,E06000054,Upper tier local authority,2020-04-26,0,NA,NA,394,NA,NA
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-26,2,NA,NA,464,NA,NA
Shropshire,E06000051,Upper tier local authority,2020-04-26,0,NA,NA,424,NA,NA
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-26,0,NA,NA,725,NA,NA
Cheshire East,E06000049,Upper tier local authority,2020-04-26,1,NA,NA,782,NA,NA
County Durham,E06000047,Upper tier local authority,2020-04-26,1,NA,NA,1233,NA,NA
Isle of Wight,E06000046,Upper tier local authority,2020-04-26,0,NA,NA,103,NA,NA
Southampton,E06000045,Upper tier local authority,2020-04-26,1,NA,NA,439,NA,NA
Portsmouth,E06000044,Upper tier local authority,2020-04-26,0,NA,NA,270,NA,NA
Brighton and Hove,E06000043,Upper tier local authority,2020-04-26,0,NA,NA,345,NA,NA
Milton Keynes,E06000042,Upper tier local authority,2020-04-26,0,NA,NA,436,NA,NA
Wokingham,E06000041,Upper tier local authority,2020-04-26,0,NA,NA,347,NA,NA
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-26,0,NA,NA,229,NA,NA
Slough,E06000039,Upper tier local authority,2020-04-26,0,NA,NA,361,NA,NA
Reading,E06000038,Upper tier local authority,2020-04-26,0,NA,NA,437,NA,NA
West Berkshire,E06000037,Upper tier local authority,2020-04-26,0,NA,NA,300,NA,NA
Bracknell Forest,E06000036,Upper tier local authority,2020-04-26,0,NA,NA,200,NA,NA
Medway,E06000035,Upper tier local authority,2020-04-26,0,NA,NA,586,NA,NA
Thurrock,E06000034,Upper tier local authority,2020-04-26,0,NA,NA,265,NA,NA
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-26,0,NA,NA,282,NA,NA
Luton,E06000032,Upper tier local authority,2020-04-26,0,NA,NA,567,NA,NA
Peterborough,E06000031,Upper tier local authority,2020-04-26,0,NA,NA,190,NA,NA
Swindon,E06000030,Upper tier local authority,2020-04-26,2,NA,NA,347,NA,NA
Torbay,E06000027,Upper tier local authority,2020-04-26,0,NA,NA,199,NA,NA
Plymouth,E06000026,Upper tier local authority,2020-04-26,2,NA,NA,272,NA,NA
South Gloucestershire,E06000025,Upper tier local authority,2020-04-26,0,NA,NA,333,NA,NA
North Somerset,E06000024,Upper tier local authority,2020-04-26,0,NA,NA,210,NA,NA
"Bristol, City of",E06000023,Upper tier local authority,2020-04-26,1,NA,NA,576,NA,NA
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-26,0,NA,NA,201,NA,NA
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-26,3,NA,NA,409,NA,NA
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-26,0,NA,NA,225,NA,NA
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-26,0,NA,NA,244,NA,NA
Nottingham,E06000018,Upper tier local authority,2020-04-26,0,NA,NA,488,NA,NA
Rutland,E06000017,Upper tier local authority,2020-04-26,0,NA,NA,19,NA,NA
Leicester,E06000016,Upper tier local authority,2020-04-26,0,NA,NA,606,NA,NA
Derby,E06000015,Upper tier local authority,2020-04-26,3,NA,NA,451,NA,NA
York,E06000014,Upper tier local authority,2020-04-26,1,NA,NA,251,NA,NA
North Lincolnshire,E06000013,Upper tier local authority,2020-04-26,0,NA,NA,313,NA,NA
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-26,0,NA,NA,128,NA,NA
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-26,0,NA,NA,501,NA,NA
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-26,0,NA,NA,396,NA,NA
Blackpool,E06000009,Upper tier local authority,2020-04-26,0,NA,NA,377,NA,NA
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-26,0,NA,NA,289,NA,NA
Warrington,E06000007,Upper tier local authority,2020-04-26,0,NA,NA,558,NA,NA
Halton,E06000006,Upper tier local authority,2020-04-26,0,NA,NA,301,NA,NA
Darlington,E06000005,Upper tier local authority,2020-04-26,0,NA,NA,239,NA,NA
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-26,0,NA,NA,328,NA,NA
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-26,1,NA,NA,294,NA,NA
Middlesbrough,E06000002,Upper tier local authority,2020-04-26,0,NA,NA,496,NA,NA
Hartlepool,E06000001,Upper tier local authority,2020-04-26,0,NA,NA,165,NA,NA
England,E92000001,Nation,2020-04-25,591,87,504,112375,110203,2172
South West,E12000009,Region,2020-04-25,69,NA,NA,5891,NA,NA
South East,E12000008,Region,2020-04-25,69,NA,NA,16109,NA,NA
London,E12000007,Region,2020-04-25,60,NA,NA,23829,NA,NA
East of England,E12000006,Region,2020-04-25,52,NA,NA,9569,NA,NA
West Midlands,E12000005,Region,2020-04-25,52,NA,NA,12040,NA,NA
East Midlands,E12000004,Region,2020-04-25,39,NA,NA,6297,NA,NA
Yorkshire and The Humber,E12000003,Region,2020-04-25,87,NA,NA,9204,NA,NA
North West,E12000002,Region,2020-04-25,82,NA,NA,17481,NA,NA
North East,E12000001,Region,2020-04-25,57,NA,NA,7055,NA,NA
Worcestershire,E10000034,Upper tier local authority,2020-04-25,2,NA,NA,1047,NA,NA
West Sussex,E10000032,Upper tier local authority,2020-04-25,6,NA,NA,1047,NA,NA
Suffolk,E10000029,Upper tier local authority,2020-04-25,8,NA,NA,936,NA,NA
Staffordshire,E10000028,Upper tier local authority,2020-04-25,21,NA,NA,1586,NA,NA
Somerset,E10000027,Upper tier local authority,2020-04-25,7,NA,NA,454,NA,NA
Oxfordshire,E10000025,Upper tier local authority,2020-04-25,2,NA,NA,1452,NA,NA
Nottinghamshire,E10000024,Upper tier local authority,2020-04-25,4,NA,NA,1014,NA,NA
North Yorkshire,E10000023,Upper tier local authority,2020-04-25,6,NA,NA,829,NA,NA
Northamptonshire,E10000021,Upper tier local authority,2020-04-25,2,NA,NA,989,NA,NA
Norfolk,E10000020,Upper tier local authority,2020-04-25,19,NA,NA,1355,NA,NA
Lincolnshire,E10000019,Upper tier local authority,2020-04-25,5,NA,NA,781,NA,NA
Leicestershire,E10000018,Upper tier local authority,2020-04-25,5,NA,NA,856,NA,NA
Lancashire,E10000017,Upper tier local authority,2020-04-25,1,NA,NA,2585,NA,NA
Kent,E10000016,Upper tier local authority,2020-04-25,11,NA,NA,3232,NA,NA
Hertfordshire,E10000015,Upper tier local authority,2020-04-25,5,NA,NA,2141,NA,NA
Hampshire,E10000014,Upper tier local authority,2020-04-25,34,NA,NA,2619,NA,NA
Gloucestershire,E10000013,Upper tier local authority,2020-04-25,1,NA,NA,1111,NA,NA
Essex,E10000012,Upper tier local authority,2020-04-25,16,NA,NA,2320,NA,NA
East Sussex,E10000011,Upper tier local authority,2020-04-25,5,NA,NA,508,NA,NA
Devon,E10000008,Upper tier local authority,2020-04-25,7,NA,NA,649,NA,NA
Derbyshire,E10000007,Upper tier local authority,2020-04-25,16,NA,NA,1096,NA,NA
Cumbria,E10000006,Upper tier local authority,2020-04-25,12,NA,NA,1734,NA,NA
Cambridgeshire,E10000003,Upper tier local authority,2020-04-25,2,NA,NA,673,NA,NA
Buckinghamshire,E10000002,Upper tier local authority,2020-04-25,1,NA,NA,765,NA,NA
Waltham Forest,E09000031,Upper tier local authority,2020-04-25,5,NA,NA,704,NA,NA
Tower Hamlets,E09000030,Upper tier local authority,2020-04-25,4,NA,NA,590,NA,NA
Southwark,E09000028,Upper tier local authority,2020-04-25,1,NA,NA,1160,NA,NA
Redbridge,E09000026,Upper tier local authority,2020-04-25,2,NA,NA,652,NA,NA
Newham,E09000025,Upper tier local authority,2020-04-25,5,NA,NA,933,NA,NA
Lewisham,E09000023,Upper tier local authority,2020-04-25,5,NA,NA,886,NA,NA
Lambeth,E09000022,Upper tier local authority,2020-04-25,2,NA,NA,1110,NA,NA
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-25,1,NA,NA,451,NA,NA
Havering,E09000016,Upper tier local authority,2020-04-25,1,NA,NA,616,NA,NA
Harrow,E09000015,Upper tier local authority,2020-04-25,2,NA,NA,869,NA,NA
Haringey,E09000014,Upper tier local authority,2020-04-25,2,NA,NA,531,NA,NA
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-25,1,NA,NA,599,NA,NA
Hackney,E09000012,Upper tier local authority,2020-04-25,1,NA,NA,596,NA,NA
Greenwich,E09000011,Upper tier local authority,2020-04-25,1,NA,NA,611,NA,NA
Enfield,E09000010,Upper tier local authority,2020-04-25,10,NA,NA,809,NA,NA
Ealing,E09000009,Upper tier local authority,2020-04-25,1,NA,NA,1014,NA,NA
Croydon,E09000008,Upper tier local authority,2020-04-25,2,NA,NA,1325,NA,NA
Camden,E09000007,Upper tier local authority,2020-04-25,2,NA,NA,563,NA,NA
Brent,E09000005,Upper tier local authority,2020-04-25,1,NA,NA,1320,NA,NA
Bexley,E09000004,Upper tier local authority,2020-04-25,7,NA,NA,591,NA,NA
Barnet,E09000003,Upper tier local authority,2020-04-25,2,NA,NA,1161,NA,NA
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-25,2,NA,NA,445,NA,NA
Gateshead,E08000037,Upper tier local authority,2020-04-25,5,NA,NA,748,NA,NA
Leeds,E08000035,Upper tier local authority,2020-04-25,9,NA,NA,1272,NA,NA
Kirklees,E08000034,Upper tier local authority,2020-04-25,2,NA,NA,519,NA,NA
Calderdale,E08000033,Upper tier local authority,2020-04-25,2,NA,NA,225,NA,NA
Bradford,E08000032,Upper tier local authority,2020-04-25,18,NA,NA,766,NA,NA
Wolverhampton,E08000031,Upper tier local authority,2020-04-25,2,NA,NA,742,NA,NA
Walsall,E08000030,Upper tier local authority,2020-04-25,1,NA,NA,836,NA,NA
Sandwell,E08000028,Upper tier local authority,2020-04-25,5,NA,NA,913,NA,NA
Dudley,E08000027,Upper tier local authority,2020-04-25,2,NA,NA,691,NA,NA
Sunderland,E08000024,Upper tier local authority,2020-04-25,13,NA,NA,1088,NA,NA
South Tyneside,E08000023,Upper tier local authority,2020-04-25,9,NA,NA,491,NA,NA
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-25,3,NA,NA,828,NA,NA
Sheffield,E08000019,Upper tier local authority,2020-04-25,6,NA,NA,1951,NA,NA
Rotherham,E08000018,Upper tier local authority,2020-04-25,1,NA,NA,616,NA,NA
Doncaster,E08000017,Upper tier local authority,2020-04-25,3,NA,NA,391,NA,NA
Barnsley,E08000016,Upper tier local authority,2020-04-25,6,NA,NA,569,NA,NA
Sefton,E08000014,Upper tier local authority,2020-04-25,5,NA,NA,746,NA,NA
Liverpool,E08000012,Upper tier local authority,2020-04-25,15,NA,NA,1333,NA,NA
Knowsley,E08000011,Upper tier local authority,2020-04-25,5,NA,NA,496,NA,NA
Wigan,E08000010,Upper tier local authority,2020-04-25,1,NA,NA,580,NA,NA
Trafford,E08000009,Upper tier local authority,2020-04-25,3,NA,NA,553,NA,NA
Tameside,E08000008,Upper tier local authority,2020-04-25,2,NA,NA,430,NA,NA
Stockport,E08000007,Upper tier local authority,2020-04-25,4,NA,NA,765,NA,NA
Salford,E08000006,Upper tier local authority,2020-04-25,4,NA,NA,558,NA,NA
Rochdale,E08000005,Upper tier local authority,2020-04-25,3,NA,NA,414,NA,NA
Oldham,E08000004,Upper tier local authority,2020-04-25,6,NA,NA,570,NA,NA
Manchester,E08000003,Upper tier local authority,2020-04-25,2,NA,NA,1010,NA,NA
Bury,E08000002,Upper tier local authority,2020-04-25,5,NA,NA,425,NA,NA
Dorset,E06000059,Upper tier local authority,2020-04-25,5,NA,NA,297,NA,NA
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-25,1,NA,NA,391,NA,NA
Northumberland,E06000057,Upper tier local authority,2020-04-25,3,NA,NA,708,NA,NA
Wiltshire,E06000054,Upper tier local authority,2020-04-25,2,NA,NA,394,NA,NA
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-25,4,NA,NA,462,NA,NA
Shropshire,E06000051,Upper tier local authority,2020-04-25,2,NA,NA,424,NA,NA
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-25,4,NA,NA,725,NA,NA
Cheshire East,E06000049,Upper tier local authority,2020-04-25,10,NA,NA,781,NA,NA
County Durham,E06000047,Upper tier local authority,2020-04-25,14,NA,NA,1232,NA,NA
Isle of Wight,E06000046,Upper tier local authority,2020-04-25,1,NA,NA,103,NA,NA
Southampton,E06000045,Upper tier local authority,2020-04-25,3,NA,NA,438,NA,NA
Portsmouth,E06000044,Upper tier local authority,2020-04-25,2,NA,NA,270,NA,NA
Brighton and Hove,E06000043,Upper tier local authority,2020-04-25,1,NA,NA,345,NA,NA
West Berkshire,E06000037,Upper tier local authority,2020-04-25,1,NA,NA,300,NA,NA
Medway,E06000035,Upper tier local authority,2020-04-25,2,NA,NA,586,NA,NA
Thurrock,E06000034,Upper tier local authority,2020-04-25,2,NA,NA,265,NA,NA
Swindon,E06000030,Upper tier local authority,2020-04-25,4,NA,NA,345,NA,NA
Torbay,E06000027,Upper tier local authority,2020-04-25,17,NA,NA,199,NA,NA
Plymouth,E06000026,Upper tier local authority,2020-04-25,3,NA,NA,270,NA,NA
South Gloucestershire,E06000025,Upper tier local authority,2020-04-25,11,NA,NA,333,NA,NA
North Somerset,E06000024,Upper tier local authority,2020-04-25,3,NA,NA,210,NA,NA
"Bristol, City of",E06000023,Upper tier local authority,2020-04-25,4,NA,NA,575,NA,NA
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-25,12,NA,NA,406,NA,NA
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-25,2,NA,NA,225,NA,NA
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-25,3,NA,NA,244,NA,NA
Nottingham,E06000018,Upper tier local authority,2020-04-25,1,NA,NA,488,NA,NA
Leicester,E06000016,Upper tier local authority,2020-04-25,4,NA,NA,606,NA,NA
Derby,E06000015,Upper tier local authority,2020-04-25,2,NA,NA,448,NA,NA
York,E06000014,Upper tier local authority,2020-04-25,8,NA,NA,250,NA,NA
North Lincolnshire,E06000013,Upper tier local authority,2020-04-25,4,NA,NA,313,NA,NA
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-25,14,NA,NA,501,NA,NA
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-25,8,NA,NA,396,NA,NA
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-25,4,NA,NA,293,NA,NA
Middlesbrough,E06000002,Upper tier local authority,2020-04-25,6,NA,NA,496,NA,NA
England,E92000001,Nation,2020-04-24,2043,786,1257,111784,110116,1668
South West,E12000009,Region,2020-04-24,98,NA,NA,5822,NA,NA
South East,E12000008,Region,2020-04-24,287,NA,NA,16040,NA,NA
London,E12000007,Region,2020-04-24,198,NA,NA,23769,NA,NA
East of England,E12000006,Region,2020-04-24,140,NA,NA,9517,NA,NA
West Midlands,E12000005,Region,2020-04-24,228,NA,NA,11988,NA,NA
East Midlands,E12000004,Region,2020-04-24,114,NA,NA,6258,NA,NA
Yorkshire and The Humber,E12000003,Region,2020-04-24,322,NA,NA,9117,NA,NA
North West,E12000002,Region,2020-04-24,340,NA,NA,17399,NA,NA
North East,E12000001,Region,2020-04-24,175,NA,NA,6998,NA,NA
Worcestershire,E10000034,Upper tier local authority,2020-04-24,4,NA,NA,1045,NA,NA
West Sussex,E10000032,Upper tier local authority,2020-04-24,22,NA,NA,1041,NA,NA
Warwickshire,E10000031,Upper tier local authority,2020-04-24,22,NA,NA,1054,NA,NA
Surrey,E10000030,Upper tier local authority,2020-04-24,34,NA,NA,2434,NA,NA
Suffolk,E10000029,Upper tier local authority,2020-04-24,17,NA,NA,928,NA,NA
Staffordshire,E10000028,Upper tier local authority,2020-04-24,28,NA,NA,1565,NA,NA
Somerset,E10000027,Upper tier local authority,2020-04-24,12,NA,NA,447,NA,NA
Oxfordshire,E10000025,Upper tier local authority,2020-04-24,29,NA,NA,1450,NA,NA
Nottinghamshire,E10000024,Upper tier local authority,2020-04-24,13,NA,NA,1010,NA,NA
North Yorkshire,E10000023,Upper tier local authority,2020-04-24,42,NA,NA,823,NA,NA
Northamptonshire,E10000021,Upper tier local authority,2020-04-24,4,NA,NA,987,NA,NA
Norfolk,E10000020,Upper tier local authority,2020-04-24,47,NA,NA,1336,NA,NA
Lincolnshire,E10000019,Upper tier local authority,2020-04-24,18,NA,NA,776,NA,NA
Leicestershire,E10000018,Upper tier local authority,2020-04-24,21,NA,NA,851,NA,NA
Lancashire,E10000017,Upper tier local authority,2020-04-24,53,NA,NA,2584,NA,NA
Kent,E10000016,Upper tier local authority,2020-04-24,62,NA,NA,3221,NA,NA
Hertfordshire,E10000015,Upper tier local authority,2020-04-24,19,NA,NA,2136,NA,NA
Hampshire,E10000014,Upper tier local authority,2020-04-24,47,NA,NA,2585,NA,NA
Gloucestershire,E10000013,Upper tier local authority,2020-04-24,16,NA,NA,1110,NA,NA
Essex,E10000012,Upper tier local authority,2020-04-24,38,NA,NA,2304,NA,NA
East Sussex,E10000011,Upper tier local authority,2020-04-24,7,NA,NA,503,NA,NA
Devon,E10000008,Upper tier local authority,2020-04-24,12,NA,NA,642,NA,NA
Derbyshire,E10000007,Upper tier local authority,2020-04-24,22,NA,NA,1080,NA,NA
Cumbria,E10000006,Upper tier local authority,2020-04-24,29,NA,NA,1722,NA,NA
Cambridgeshire,E10000003,Upper tier local authority,2020-04-24,10,NA,NA,671,NA,NA
Buckinghamshire,E10000002,Upper tier local authority,2020-04-24,20,NA,NA,764,NA,NA
Westminster,E09000033,Upper tier local authority,2020-04-24,5,NA,NA,583,NA,NA
Wandsworth,E09000032,Upper tier local authority,2020-04-24,4,NA,NA,893,NA,NA
Waltham Forest,E09000031,Upper tier local authority,2020-04-24,9,NA,NA,699,NA,NA
Sutton,E09000029,Upper tier local authority,2020-04-24,6,NA,NA,651,NA,NA
Southwark,E09000028,Upper tier local authority,2020-04-24,9,NA,NA,1159,NA,NA
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-24,3,NA,NA,356,NA,NA
Redbridge,E09000026,Upper tier local authority,2020-04-24,2,NA,NA,650,NA,NA
